Customer Name,Product Category,Region,Sales
Carolyn Greer,Technology,West,151.78
Carolyn Hoffman,Furniture,Central,668.1
Carolyn Hoffman,Office Supplies,Central,681.7
Carolyn Hoffman,Technology,Central,594.5
Carolyn Levine,Office Supplies,East,7.97
Carolyn Proctor,Office Supplies,West,1531.31
Carrie Boyle,Office Supplies,East,114.82
Carrie Boyle,Technology,East,451.34
Carrie Duke,Office Supplies,Central,29.93
Carrie Duke,Technology,Central,3356.07
Carrie High,Furniture,Central,110.71
Carrie House,Technology,East,1835.09
Carrie Lewis,Office Supplies,East,546.21
Carrie McIntosh,Furniture,South,34.17
Carrie McIntosh,Office Supplies,South,22.13
Carrie McIntosh,Technology,South,2077.4
Catherine Casey,Furniture,South,57.35
Catherine Dorsey Burnett,Furniture,West,22.77
Catherine Dorsey Burnett,Office Supplies,West,333.52
Catherine Dorsey Burnett,Technology,West,3913.02
Catherine Mullins,Office Supplies,West,21.57
Catherine Woodard,Furniture,East,3780.02
Catherine Woodard,Office Supplies,East,224.42
Cathy Burgess,Office Supplies,South,860.36
Cathy Burgess,Technology,South,204.08
Cathy Hutchinson,Office Supplies,South,4158.38
Cathy Hutchinson,Technology,South,1042.65
Cathy Simon,Office Supplies,Central,85.44
Cathy Simon,Technology,Central,416.43
Cathy Weber,Furniture,West,1277.09
Cathy Weber,Office Supplies,West,217.17
Cecil Alford,Office Supplies,East,51.52
Cecil Berger,Furniture,South,811.69
Cecil Berger,Office Supplies,South,157.75
Cecil Berger,Technology,South,637.76
Cecil Bray Bush,Office Supplies,West,936.62
Cecil Bray Bush,Technology,West,10.13
Cecil Nicholson,Technology,East,133.4
Cecil Shields,Furniture,Central,2503.4
Cecil Shields,Office Supplies,Central,711.19
Cecil Shields,Technology,Central,186.87
Chad Campbell,Technology,Central,658.71
Chad Henson,Furniture,East,7449.26
Chad Henson,Office Supplies,East,181.58
Chad Henson,Technology,East,475.39
Charlene Day,Furniture,East,595.99
Charlene Grant,Furniture,West,1026.24
Charlene Grant,Office Supplies,West,432.48
Charlene Grant,Technology,West,206.82
Charlene Jiang,Office Supplies,East,89.88
Charlene Reynolds,Furniture,South,123.58
Charlene Reynolds,Office Supplies,South,35.3
Charlene Reynolds,Technology,South,210.5
Charlene Zhou,Office Supplies,East,611.04
Charles Cline,Office Supplies,West,1648.82
Charles Cline,Technology,West,397.98
Charles Parsons,Furniture,East,316.61
Charles Ward,Furniture,West,36.56
Charles Ward,Office Supplies,West,983.69
Charles Ward,Technology,West,3652.1
Charlie Blalock,Furniture,East,3383.43
Charlie Blalock,Office Supplies,East,130.47
Charlie Blalock,Technology,East,1444.4
Charlie H Jennings,Office Supplies,Central,75.98
Charlie H Jennings,Technology,Central,37.47
Charlie Moore,Furniture,Central,84.68
Charlie Moore,Office Supplies,Central,196.15
Charlie Moore,Technology,Central,702.68
Charlie Morton,Office Supplies,East,42.17
Charlotte L Doyle,Furniture,South,1557.66
Charlotte L Doyle,Office Supplies,South,77.42
Charlotte L Doyle,Technology,South,742.71
Charlotte Patterson,Office Supplies,Central,489.57
Charlotte Patterson,Technology,Central,335.34
Charlotte Stanton,Furniture,Central,2292.34
Charlotte Stanton,Office Supplies,Central,260.65
Charlotte Stanton,Technology,Central,1004.33
Cheryl Burnette,Technology,East,142.42
Cheryl Curtis,Office Supplies,West,45
Cheryl Curtis,Technology,West,2084.07
Cheryl Guthrie,Office Supplies,West,126.66
Cheryl Guthrie,Technology,West,568.25
Cheryl Lester Coley,Office Supplies,East,56.82
Chris Bernstein,Technology,East,1259.4
Chris F Brandt,Furniture,East,81.12
Chris F Brandt,Office Supplies,East,30.45
Chris F Brandt,Technology,East,841
Chris Ford,Office Supplies,East,57.34
Chris Ford,Technology,East,962.5
Chris High,Furniture,Central,165.03
Chris High,Office Supplies,Central,35.19
Chris Justice,Technology,East,638.44
Chris Pritchard,Furniture,West,442.67
Chris Pritchard,Office Supplies,West,60.62
Chris Pritchard,Technology,West,1753.52
Chris Rowland,Furniture,West,386.21
Chris Rowland,Technology,West,1963.31
Chris Williams,Office Supplies,Central,50.13
Chris Williams,Technology,Central,274.69
Christian Albright,Furniture,South,80.23
Christian Albright,Office Supplies,South,229.36
Christian Albright,Technology,South,917.66
Christian Branch,Furniture,Central,945.28
Christian Branch,Office Supplies,Central,230.46
Christian Lucas,Furniture,East,185.35
Christian Lucas,Office Supplies,East,3218.14
Christian Tilley,Furniture,East,305.86
Christian Tilley,Technology,East,524.86
Christina Hanna,Furniture,West,28.66
Christina Hanna,Office Supplies,West,225.78
Christina Matthews,Office Supplies,East,3.42
Christina McNeill,Technology,East,116.54
Christina Thompson,Furniture,South,1502.79
Christina Thompson,Office Supplies,South,819.03
Christina Zhu,Furniture,West,94.12
Christina Zhu,Office Supplies,West,44.07
Christine Carver,Office Supplies,South,10.94
Christine Gardner,Furniture,West,787.91
Christine Gardner,Office Supplies,West,1056.81
Christine Gardner,Technology,West,1779.95
Christine Wilkerson,Furniture,South,446.22
Christine Wilkerson,Office Supplies,South,176.26
Christine Wilkerson,Technology,South,1527.36
Christopher Berman,Technology,East,129.86
Christopher Bryant,Furniture,West,3931.95
Christopher Bryant,Office Supplies,West,7329.73
Christopher Bryant,Technology,West,1480.29
Christopher Carlton,Office Supplies,East,173.18
Christopher Chambers,Furniture,West,80.58
Christopher Chambers,Office Supplies,West,104.82
Christopher Chambers,Technology,West,54.05
Christopher High,Furniture,East,324.66
Christopher High,Office Supplies,East,4636.22
Christopher High,Technology,East,1337.78
Christopher Horner,Furniture,Central,1573.25
Christopher Horner,Office Supplies,Central,206.1
Christopher Meadows,Office Supplies,East,12080.16
Christopher Meadows,Technology,East,3229.24
Christopher Norton Patterson,Office Supplies,South,608.3
Christopher Norton Patterson,Technology,South,586.55
Christy Dunn,Furniture,East,480.86
Christy Watkins,Furniture,Central,32.63
Christy Watkins,Office Supplies,Central,347.43
Christy Watkins,Technology,Central,1855.99
Cindy Ennis,Furniture,Central,1355.97
Cindy Ennis,Office Supplies,Central,136.46
Cindy Ennis,Technology,Central,677.09
Cindy Harvey,Office Supplies,West,5159.72
Cindy Harvey,Technology,West,996.45
Cindy Hinton,Furniture,Central,294.92
Cindy Hinton,Technology,Central,1910.69
Cindy McLeod,Furniture,Central,2575.93
Cindy McLeod,Office Supplies,Central,401.63
Claire Barton,Office Supplies,Central,386.12
Claire Quinn,Technology,East,1491.45
Claire Warren,Office Supplies,East,17.62
Clara Bullock,Furniture,Central,2426.03
Clara Bullock,Office Supplies,Central,233.46
Clara Bullock,Technology,Central,1416.94
Clara Hauser,Office Supplies,East,8127.56
Clara Hauser,Technology,East,24720.97
Clara Kaplan,Furniture,East,1470.82
Clara Kaplan,Office Supplies,East,67.41
Clara Kaplan,Technology,East,867.18
Clarence Crowder,Furniture,West,3538.77
Clarence Crowder,Office Supplies,West,56.71
Clarence Crowder,Technology,West,2969.58
Clarence Davis,Office Supplies,East,33.55
Claude Dixon,Office Supplies,East,1771.4
Claude Meyer,Office Supplies,West,147.15
Claude Meyer,Technology,West,1945.97
Claude Silver,Technology,East,157.72
Claudia Bean,Office Supplies,Central,14.68
Claudia Boyle,Technology,East,1838.64
Claudia Snyder,Office Supplies,West,62.67
Claudia Snyder,Technology,West,272.95
Claudia Upchurch,Office Supplies,East,9.96
Claudia Wall,Furniture,East,388.04
Claudia Webb,Office Supplies,South,370
Claudia Webb,Technology,South,1067.12
Claudia White,Furniture,South,514.29
Claudia White,Office Supplies,South,82.98
Claudia White,Technology,South,116.32
Clifford Dale,Office Supplies,East,32.25
Clifford Moran,Office Supplies,East,35.9
Clifford Morrow,Office Supplies,East,83.3
Clifford Webb,Office Supplies,East,535.08
Clyde Burnett,Furniture,West,2395.79
Clyde Burnett,Technology,West,1292.46
Clyde Fuller,Office Supplies,South,760.71
Clyde Norman,Office Supplies,South,656.7
Clyde S Randall,Technology,East,871.17
Colleen Andrews,Furniture,South,450.49
Colleen Andrews,Office Supplies,South,52.73
Colleen Andrews,Technology,South,1214.63
Colleen Fletcher,Furniture,Central,1156.09
Colleen Fletcher,Office Supplies,Central,370.55
Colleen Fletcher,Technology,Central,1504.11
Colleen Marsh,Furniture,South,2117.31
Colleen Wilcox,Furniture,Central,289.36
Colleen Wilcox,Office Supplies,Central,127.42
Colleen Wilcox,Technology,Central,2223.95
Connie Bunn,Furniture,Central,1120.94
Connie Bunn,Office Supplies,Central,878.66
Connie Bunn,Technology,Central,463.91
Connie W Sutton,Office Supplies,Central,347.65
Connie W Sutton,Technology,Central,1797.31
Constance Britt,Furniture,Central,591.79
Constance Britt,Office Supplies,Central,14.44
Constance Britt,Technology,Central,113.11
Constance Flowers,Furniture,West,13048.89
Constance Flowers,Office Supplies,West,4579.5
Constance Flowers,Technology,West,14983.92
Constance Ivey,Furniture,South,377.85
Constance Ivey,Office Supplies,South,20.7
Constance Ivey,Technology,South,1002.31
Constance Richmond,Furniture,East,281.98
Constance Robertson,Office Supplies,South,1052.78
Constance Vogel,Furniture,East,828.12
Courtney Boyd,Office Supplies,South,144.17
Courtney Boyd,Technology,South,151.32
Courtney Nelson,Furniture,East,226.53
Courtney Nelson,Office Supplies,East,2624.9
Courtney Nelson,Technology,East,104.69
Courtney Weber,Furniture,South,439.45
Courtney Weber,Office Supplies,South,848.57
Craig Bennett,Office Supplies,East,73.04
Craig Bryan,Furniture,Central,6357.11
Craig Crabtree,Furniture,Central,1769.17
Craig Liu,Furniture,West,3050.4
Craig Liu,Office Supplies,West,2082.3
Craig Liu,Technology,West,4292.58
Craig S Fletcher,Technology,East,46.85
Craig Wong,Furniture,South,2492.78
Craig Wong,Technology,South,117.83
Crystal Crabtree,Office Supplies,South,219.64
Crystal Floyd,Furniture,Central,910.19
Crystal Floyd,Office Supplies,Central,111.97
Crystal Floyd,Technology,Central,1198.89
Curtis C Andrews,Furniture,Central,2965.09
Curtis O'Connell,Furniture,West,3833.85
Cynthia Gross,Furniture,West,485.08
Cynthia Gross,Office Supplies,West,46.22
Cynthia Khan,Office Supplies,West,1091.85
Cynthia Khan,Technology,West,4528.99
Dale Carroll,Furniture,East,1470.94
Dale Gillespie,Office Supplies,West,373.98
Dale Hahn,Office Supplies,West,138
Dale Hahn,Technology,West,769.09
Dale Yu,Furniture,South,225.76
Dale Yu,Technology,South,1592.97
Dan Barton,Furniture,East,108.81
Dan Carver,Furniture,East,2324.48
Dan Crawford,Office Supplies,East,112.47
Dan George,Furniture,Central,1989.54
Dan George,Office Supplies,Central,137
Dan George,Technology,Central,756.99
Dan Hoover,Furniture,South,724.33
Dan Hoover,Office Supplies,South,85.12
Dan Lamm,Furniture,South,1431.86
Dan Lamm,Office Supplies,South,252.67
Dan Lamm,Technology,South,511.74
Dan McBride,Technology,East,2822.61
Dan McGee,Furniture,South,315.86
Dan McGee,Office Supplies,South,1147.96
Dan Roach,Office Supplies,East,82.01
Dana Blackburn,Furniture,West,1993.17
Dana Boyle,Furniture,East,570.85
Dana Boyle,Office Supplies,East,79.29
Dana Boyle,Technology,East,2405.15
Dana Burgess,Furniture,Central,267.2
Dana Burgess,Office Supplies,Central,86.79
Dana Desai,Furniture,Central,321.37
Dana Desai,Office Supplies,Central,79.37
Dana Desai,Technology,Central,1250.47
Dana Heller,Office Supplies,West,2170.05
Dana Heller,Technology,West,727.04
Dana Jain,Furniture,South,1473.08
Dana Jain,Office Supplies,South,1328.31
Dana Jain,Technology,South,636.63
Dana Rankin,Furniture,West,3537.25
Dana Rankin,Office Supplies,West,2555.92
Dana Rankin,Technology,West,3714.26
Dana Sharpe,Furniture,East,42823.27
Dana Sharpe,Office Supplies,East,5958.47
Dana Sharpe,Technology,East,8239.64
Dana Teague,Furniture,East,33500.29
Dana Teague,Office Supplies,East,24942.44
Dana Teague,Technology,East,2856.25
Dana Waller,Furniture,West,4935.22
Dana Waller,Office Supplies,West,243.05
Dana Waller,Technology,West,1905.67
Daniel Christian,Furniture,South,333.3
Daniel Christian,Office Supplies,South,2828.91
Daniel Christian,Technology,South,204.71
Daniel Huff,Office Supplies,Central,4963.92
Daniel Jones,Office Supplies,East,244.12
Daniel Jones,Technology,East,3382.75
Daniel Phelps,Office Supplies,East,407.28
Daniel Richmond,Furniture,East,541.33
Daniel Richmond,Office Supplies,East,76.19
Daniel Richmond,Technology,East,2214.43
Daniel S Glover,Office Supplies,West,12163.61
Daniel Sigmon,Office Supplies,South,141.25
Daniel Webb Stephens,Furniture,Central,6637.78
Danielle Baird,Furniture,South,1316.95
Danielle Baird,Office Supplies,South,523.53
Danielle Baird,Technology,South,2227.4
Danielle Daniel,Office Supplies,East,4469.74
Danielle Daniel,Technology,East,2336.6
Danielle Gray,Office Supplies,East,89.04
Danielle Gray,Technology,East,205.98
Danielle Kramer,Office Supplies,Central,500.92
Danielle Kramer,Technology,Central,520.74
Danielle Myers,Furniture,South,451.83
Danielle Myers,Office Supplies,South,20.24
Danielle P Rao,Office Supplies,Central,481.19
Danielle Schneider,Furniture,Central,2208.6
Danielle Schneider,Office Supplies,Central,277.45
Danielle Watts,Furniture,Central,2815.56
Danielle Watts,Office Supplies,Central,613.16
Danielle Williamson,Office Supplies,East,15.48
Danny Cain,Office Supplies,Central,305.47
Danny Cain,Technology,Central,6641.65
Danny Dalton,Furniture,Central,974.42
Danny Francis Bell,Furniture,Central,9581.72
Danny Francis Bell,Office Supplies,Central,300.1
Danny Francis Bell,Technology,Central,2189.2
Danny Hong,Office Supplies,West,140.3
Danny Hong,Technology,West,224.12
Danny Richmond,Office Supplies,South,883.77
Danny Richmond,Technology,South,815.82
Danny Schaefer,Office Supplies,East,554.82
Danny Schaefer,Technology,East,357.27
Danny Vaughn,Office Supplies,East,612.25
David Gallagher,Office Supplies,East,814.88
David Hoyle,Furniture,Central,27.96
David Powell,Furniture,East,7974.21
David Weaver,Furniture,West,2748.21
David Weaver,Office Supplies,West,894.08
David Weaver,Technology,West,363.37
David Wrenn,Furniture,South,411.64
David Wrenn,Office Supplies,South,19.79
Dawn Bailey,Furniture,Central,2297.23
Dawn Langley Conrad,Office Supplies,South,1521.39
Dawn Langley Conrad,Technology,South,160.21
Dawn Larson,Furniture,Central,111.63
Dawn Larson,Office Supplies,Central,201.9
Dawn Larson,Technology,Central,1921.75
Dean Rosenberg,Furniture,West,6497.47
Dean Rosenberg,Office Supplies,West,5.57
Dean Solomon,Office Supplies,South,528.54
Dean Solomon,Technology,South,1528.22
Debbie Dillon,Furniture,South,1202.66
Debbie Dillon,Office Supplies,South,16.5
Debbie Hsu,Office Supplies,West,230.52
Debbie Hsu,Technology,West,1107.27
Debbie Stevenson,Furniture,West,4776.61
Debbie Stevenson,Office Supplies,West,2196.12
Debbie Stevenson,Technology,West,743.16
Debbie Tanner,Office Supplies,Central,143.42
Deborah Bradshaw,Office Supplies,East,7.12
Deborah Paul,Furniture,West,199.65
Deborah Paul,Office Supplies,West,44.66
Deborah Paul,Technology,West,17076.93
Debra Batchelor,Furniture,West,1564.92
Debra Batchelor,Office Supplies,West,170.44
Debra Batchelor,Technology,West,333.74
Debra Block,Office Supplies,Central,2853.28
Debra Block,Technology,Central,201.32
Debra Cochran,Office Supplies,South,141.83
Debra Cochran,Technology,South,264.3
Debra P May,Furniture,Central,257.81
Debra P May,Office Supplies,Central,55.75
Debra P May,Technology,Central,549.25
Debra Proctor,Furniture,Central,945.44
Debra Proctor,Office Supplies,Central,2763.09
Debra Proctor,Technology,Central,7361.85
Debra Simon,Technology,South,534.3
Debra Stone,Office Supplies,East,73.14
Denise Albright,Office Supplies,West,2175.12
Denise Albright,Technology,West,4699.6
Denise Arthur,Office Supplies,East,18.21
Denise Carver,Furniture,East,1216.32
Denise Carver,Office Supplies,East,17.91
Denise Carver,Technology,East,1102.45
Denise Chapman,Office Supplies,Central,33.46
Denise Chapman,Technology,Central,316.35
Denise Crabtree,Furniture,East,6689.89
Denise Crabtree,Office Supplies,East,22.2
Denise McIntosh,Technology,Central,761.16
Denise Parks,Furniture,East,1782.44
Denise Sumner,Office Supplies,East,14.17
Dennis Anthony,Furniture,East,1148.09
Dennis Barbee Reynolds,Technology,West,116.14
Dennis Block Richardson,Office Supplies,East,3315.9
Dennis Block Richardson,Technology,East,8252.94
Dennis Bowen,Furniture,East,374.29
Dennis Bowen,Office Supplies,East,3365.44
Dennis Bowen,Technology,East,175.09
Dennis Boykin Townsend,Furniture,West,195.85
Dennis Boykin Townsend,Office Supplies,West,241.92
Dennis Elmore,Furniture,East,765.89
Dennis Thornton,Furniture,South,124.5
Dennis Thornton,Office Supplies,South,395.19
Dennis Welch,Furniture,Central,6841.71
Dennis Welch,Office Supplies,Central,243.23
Dennis Welch,Technology,Central,153.18
Derek Jernigan,Furniture,Central,10540.63
Derek McCormick,Office Supplies,East,19.73
Derek Shah,Furniture,East,1896.54
Derek Shah,Office Supplies,East,140.3
Derek Sweeney,Office Supplies,South,2730.66
Derek Tuttle,Office Supplies,South,321.9
